serverID,serverName,timezoneRoleID,offset,dstObserved,standardName,predictedCurrentTimeZone,Notes
1008584295193006121,PatORG Hub,1393649577361412179,-8,TRUE,PST (UTC-8),PST (UTC-8),
1008584295193006121,PatORG Hub,1393649578947117147,-7,TRUE,PST (UTC-8),PST (UTC-8),
1008584295193006121,PatORG Hub,1393649580784091228,-7,TRUE,MST (UTC-7),MST (UTC-7),
1008584295193006121,PatORG Hub,1393649581757169686,-6,TRUE,MST (UTC-7),MST (UTC-7),
1008584295193006121,PatORG Hub,1393649583447474206,-6,TRUE,CST (UTC-6),CST (UTC-6),
1008584295193006121,PatORG Hub,1393649584286470216,-5,TRUE,CST (UTC-6),CST (UTC-6),
1008584295193006121,PatORG Hub,1393649585796284448,-5,TRUE,EST (UTC-5),EST (UTC-5),
1008584295193006121,PatORG Hub,1393649587591446630,-4,TRUE,EST (UTC-5),EST (UTC-5),
1008584295193006121,PatORG Hub,1393649589365772388,-4,TRUE,AST (UTC-4),AST (UTC-4),
1008584295193006121,PatORG Hub,1393649591966236772,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1008584295193006121,PatORG Hub,1393649590665744434,-3,TRUE,AST (UTC-4),AST (UTC-4),
1008584295193006121,PatORG Hub,1393649593253892281,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1008584295193006121,PatORG Hub,1393649594075975852,0,FALSE,,GMT (UTC+0),Missing standardName (legacy or custom)
1008584295193006121,PatORG Hub,1393649595858423871,1,TRUE,GMT (UTC+0),GMT (UTC+0),
1008584295193006121,PatORG Hub,1393649597724889088,1,TRUE,CET (UTC+1),CET (UTC+1),
1008584295193006121,PatORG Hub,1393649598685249590,2,TRUE,CET (UTC+1),CET (UTC+1),
1008584295193006121,PatORG Hub,1393649600249856244,8,FALSE,,GMT+8 (UTC+8),Missing standardName (legacy or custom)
1008584295193006121,PatORG Hub,1393649602221183017,10,FALSE,,AEST (UTC+10),Missing standardName (legacy or custom)
1008584295193006121,PatORG Hub,1393649603693514985,11,TRUE,AEST (UTC+10),AEST (UTC+10),
1008584295193006121,PatORG Hub,1393649605324963972,12,TRUE,NZST (UTC+12),NZST (UTC+12),
1019667534275936266,Boardvivor!,1372619235037282384,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1372619236350103612,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1372619237625168072,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1372619239038652488,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1393527239374671914,-4,TRUE,AST (UTC-4),AST (UTC-4),
1019667534275936266,Boardvivor!,1393527242688036924,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1019667534275936266,Boardvivor!,1393527241430007838,-3,TRUE,AST (UTC-4),AST (UTC-4),
1019667534275936266,Boardvivor!,1393527244282138644,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1019667534275936266,Boardvivor!,1372619239919325356,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1372619241756557542,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1393527247863943219,1,TRUE,GMT (UTC+0),GMT (UTC+0),
1019667534275936266,Boardvivor!,1393527249399185409,1,TRUE,CET (UTC+1),CET (UTC+1),
1019667534275936266,Boardvivor!,1372619243375296572,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1019667534275936266,Boardvivor!,1393527250502287424,2,TRUE,CET (UTC+1),CET (UTC+1),
1019667534275936266,Boardvivor!,1372619246575554722,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140570138017973,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140571463417987,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140572948074534,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140574269407464,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140576010178722,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140577553547338,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140579143323800,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140580573315093,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1023409443603488810,$ҽɾҽɳiťყ Sųɾvivøɾ,1383140582238588948,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1035283158972764212,Pokevivor S15 - All Stars 2,1412072246347960331,5,,,UTC+5,Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849062249140266,-8,,,PST (UTC-8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849063528403059,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849065017376830,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849066569269318,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849067806593045,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849070377697302,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1340202984042139732,7,,,UTC+7,Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849071786983436,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1064589575500087396,🍓SILVIVOR NOW CASTING,1339849073070575626,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1414291110108463155,-7,TRUE,PST (UTC-8),PST (UTC-8),
1080166267136262154,Triumph Hub,1414291111538851994,-6,TRUE,MST (UTC-7),MST (UTC-7),
1080166267136262154,Triumph Hub,1414291113199800431,-5,TRUE,CST (UTC-6),CST (UTC-6),
1080166267136262154,Triumph Hub,1414291114462154936,-4,TRUE,EST (UTC-5),EST (UTC-5),
1080166267136262154,Triumph Hub,1414291121273700404,-4,TRUE,AST (UTC-4),AST (UTC-4),
1080166267136262154,Triumph Hub,1414291124868218910,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1080166267136262154,Triumph Hub,1414291122733187214,-3,TRUE,AST (UTC-4),AST (UTC-4),
1080166267136262154,Triumph Hub,1414291126575304814,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1080166267136262154,Triumph Hub,1336344021416542342,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1360889233929408563,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1414291128550953093,1,TRUE,CET (UTC+1),CET (UTC+1),
1080166267136262154,Triumph Hub,1336344022855188480,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1336344024315068526,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1336344025392742483,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1360889235560857756,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080166267136262154,Triumph Hub,1414291130203377805,10,FALSE,,AEST (UTC+10),Missing standardName (legacy or custom)
1080166267136262154,Triumph Hub,1336344027301154860,11,,,AEDT (UTC+11),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094089415589909,-8,,,PST (UTC-8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094091152162989,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094092838408363,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094094524514555,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094095874949340,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094097774837760,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094099087921223,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094100446871802,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1080290501003067432,Maniac Games,1361094101860225236,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410012793278597,-8,TRUE,PST (UTC-8),PST (UTC-8),
1081049511469785109,Petravivor S8: Dexter,1387543619208085626,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410013854175244,-7,TRUE,MST (UTC-7),MST (UTC-7),
1081049511469785109,Petravivor S8: Dexter,1387543621166825472,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410015703990342,-6,TRUE,CST (UTC-6),CST (UTC-6),
1081049511469785109,Petravivor S8: Dexter,1387543622714396672,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410017088110632,-5,TRUE,EST (UTC-5),EST (UTC-5),
1081049511469785109,Petravivor S8: Dexter,1387543623758778440,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410018443005992,-4,TRUE,AST (UTC-4),AST (UTC-4),
1081049511469785109,Petravivor S8: Dexter,1393410021282545704,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1081049511469785109,Petravivor S8: Dexter,1393410019856220181,-3,TRUE,AST (UTC-4),AST (UTC-4),
1081049511469785109,Petravivor S8: Dexter,1393410023060668501,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1081049511469785109,Petravivor S8: Dexter,1387543626627944640,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1387543628519309402,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410024587657249,1,TRUE,CET (UTC+1),CET (UTC+1),
1081049511469785109,Petravivor S8: Dexter,1387543629584793744,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1387543631535149237,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
